customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RF_SCORE,segment,cluster,segment_ismi
a46cc34a-a19f-11e9-a2fc-000d3a38a36f,0.4796894897865824,-0.6377884957812899,-0.6424808049107623,2,1,1,21,hibernating,0,Kayıp Müşteriler
1618f596-130a-11ea-a001-000d3a38a36f,-0.8080898968943476,-0.0052224886359123,0.0911073931078809,4,4,4,44,loyal_customers,2,Yeni/Potansiyel
c864868a-5134-11ea-99ba-000d3a38a36f,1.0703251483394902,-0.426933160066164,-0.2505018604819771,1,2,3,12,hibernating,0,Kayıp Müşteriler
57b22f66-d6a3-11e9-93bc-000d3a38a36f,-0.2852321007983309,-0.0052224886359123,-0.015417243526639,3,4,4,34,loyal_customers,2,Yeni/Potansiyel
fb840306-1219-11ea-a001-000d3a38a36f,-0.1787240312232163,0.6273435185094652,0.192539218429197,3,5,4,35,loyal_customers,2,Yeni/Potansiyel
1acf7870-87af-11ea-ace9-000d3a38a36f,-0.3045972043574426,-0.6377884957812899,-0.5061029124863415,3,1,1,31,about_to_sleep,2,Yeni/Potansiyel
7a52fd46-5be8-11ea-a7c9-000d3a38a36f,1.8546118424835152,-0.6377884957812899,-0.687713010653036,1,1,1,11,hibernating,0,Kayıp Müşteriler
196e721a-d6d9-11e9-93bc-000d3a38a36f,1.5447701855377276,-0.6377884957812899,-0.6938556558772954,1,1,1,11,hibernating,0,Kayıp Müşteriler
3551e96c-5b40-11ea-8e0b-000d3a38a36f,-0.4304703774916688,-0.426933160066164,-0.0406020889461024,3,2,4,32,about_to_sleep,2,Yeni/Potansiyel
80c89c7a-d6dd-11e9-93bc-000d3a38a36f,-0.0334857545298784,-0.6377884957812899,-0.4582907957498789,3,1,2,31,about_to_sleep,2,Yeni/Potansiyel
280cd78c-f324-11e9-9346-000d3a38a36f,0.2279431435181299,-0.0052224886359123,-0.2505912080488754,2,4,3,24,at_Risk,2,Yeni/Potansiyel
6e47c6c2-4f49-11ea-99ba-000d3a38a36f,0.50873714512525,0.2056328470792135,0.3893830767520549,2,4,5,24,at_Risk,0,Kayıp Müşteriler
6a46e618-16f8-11ea-b4ec-000d3a38a36f,1.815881635365292,2.1033308685153465,2.433711249614892,1,5,5,15,cant_loose,3,Sadık Müşteriler
1e6a5e78-7a8a-11ea-8f20-000d3a38a36f,-0.3433274114756661,-0.0052224886359123,-0.1070096680432776,3,4,3,34,loyal_customers,2,Yeni/Potansiyel
6e19617c-f068-11ea-bde9-000d3a38a36f,-0.9049154146899062,-0.6377884957812899,-0.4872952496542455,4,1,2,41,promising,2,Yeni/Potansiyel
a9acbdcc-a872-11e9-a2fc-000d3a38a36f,1.6319131515537304,-0.0052224886359123,0.0451715752762831,1,4,4,14,at_Risk,0,Kayıp Müşteriler
d45e704c-b13c-11e9-9757-000d3a38a36f,1.941754808499518,-0.426933160066164,0.3843572761140245,1,2,5,12,hibernating,0,Kayıp Müşteriler
45b1d028-1da7-11ea-8bf2-000d3a38a36f,1.3995319088443896,-0.6377884957812899,-0.5313771054727033,1,1,1,11,hibernating,0,Kayıp Müşteriler
09797cba-5b4a-11ea-8975-000d3a38a36f,-0.9630107253672414,-0.2160778243510382,0.1325534957028386,4,3,4,43,potential_loyalists,2,Yeni/Potansiyel
1eb32dea-a409-11e9-a2fc-000d3a38a36f,0.2666733506363534,-0.426933160066164,-0.5352748930786425,2,2,1,22,hibernating,0,Kayıp Müşteriler
6925c836-ab8b-11e9-a2fc-000d3a38a36f,-0.914597966469462,0.2056328470792135,-0.0119661937551915,4,4,4,44,loyal_customers,2,Yeni/Potansiyel
c109302c-f72c-11ea-a533-000d3a38a36f,0.3247686613136886,-0.426933160066164,0.7781566772183628,2,2,5,22,hibernating,0,Kayıp Müşteriler
c7cd4332-20bb-11ea-97c9-000d3a38a36f,-0.9823758289263532,-0.2160778243510382,-0.2374794526065472,5,3,3,53,potential_loyalists,2,Yeni/Potansiyel
d875bb04-4539-11ea-acaf-000d3a38a36f,-0.2949146525778867,0.4164881827943393,0.1280414435744734,3,4,4,34,loyal_customers,2,Yeni/Potansiyel
cc7a587e-3110-11ea-b884-000d3a38a36f,-1.0211060360445765,-0.426933160066164,-0.6396998618910521,5,2,1,52,potential_loyalists,2,Yeni/Potansiyel
e7fa4114-e7cc-11e9-8bb8-000d3a38a36f,1.5350876337581716,0.2056328470792135,-0.3867792368936373,1,4,2,14,at_Risk,0,Kayıp Müşteriler
59fe5f5c-b1c2-11e9-89fa-000d3a38a36f,-0.3820576185938895,-0.6377884957812899,-0.0685343720476893,3,1,4,31,about_to_sleep,2,Yeni/Potansiyel
92a334ee-58f2-11eb-9e65-000d3a38a36f,-0.2368193419005515,-0.6377884957812899,-0.5990578873981796,3,1,1,31,about_to_sleep,2,Yeni/Potansiyel
12f0df54-accc-11e9-a2fc-000d3a38a36f,-0.9049154146899062,-0.6377884957812899,-0.0048072199574637,4,1,4,41,promising,2,Yeni/Potansiyel
a0133918-1d60-11ea-a490-000d3a38a36f,1.0025472858825992,-0.2160778243510382,-0.6137667305988153,1,3,1,13,at_Risk,0,Kayıp Müşteriler
5366d676-5403-11eb-9e65-000d3a38a36f,-1.2244396234152497,-0.6377884957812899,-0.1076127641198414,5,1,3,51,new_customers,2,Yeni/Potansiyel
07ddfcfe-2590-11ea-b1c8-000d3a38a36f,-1.069518794942356,0.6273435185094652,-0.1681904144769013,5,5,3,55,champions,2,Yeni/Potansiyel
b4e68f92-a534-11e9-a2fc-000d3a38a36f,-0.0915810652072135,0.4164881827943393,-0.0157969706859569,3,4,4,34,loyal_customers,2,Yeni/Potansiyel
fa4d1ac8-abd9-11e9-a2fc-000d3a38a36f,0.576515007582141,-0.2160778243510382,-0.3353708805895173,2,3,2,23,at_Risk,0,Kayıp Müşteriler
6ece7c1c-4594-11ea-acaf-000d3a38a36f,-0.8952328629103503,-0.426933160066164,-0.5254578291656897,4,2,1,42,potential_loyalists,2,Yeni/Potansiyel
15fa60d6-9eb1-11e9-9897-000d3a38a36f,-0.1496763758845487,-0.2160778243510382,-0.4324470120245403,3,3,2,33,need_attention,2,Yeni/Potansiyel
83c57128-1eea-11ea-81ff-000d3a38a36f,-1.2244396234152497,0.4164881827943393,0.3396611557731405,5,4,5,54,champions,2,Yeni/Potansiyel
bb548d60-abb6-11e9-a2fc-000d3a38a36f,0.2569907988567975,-0.6377884957812899,-0.6022967366982436,2,1,1,21,hibernating,0,Kayıp Müşteriler
9e060288-2eed-11ea-8467-000d3a38a36f,0.5377848004639176,-0.2160778243510382,-0.4091384655099414,2,3,2,23,at_Risk,0,Kayıp Müşteriler
444de882-b067-11e9-9757-000d3a38a36f,-0.9726932771467972,0.8381988542245911,-0.0629613175624067,4,5,4,45,loyal_customers,2,Yeni/Potansiyel
89cbf714-a6d0-11e9-a2fc-000d3a38a36f,-0.9726932771467972,0.2056328470792135,-0.0450694672910185,4,4,4,44,loyal_customers,2,Yeni/Potansiyel
3af86bfe-5459-11ea-b1db-000d3a38a36f,1.1865157696941606,-0.2160778243510382,0.7821326439453379,1,3,5,13,at_Risk,0,Kayıp Müşteriler
9c5d4960-5bd8-11ea-9ccc-000d3a38a36f,1.7868339800266242,-0.0052224886359123,-0.2533944879603101,1,4,3,14,at_Risk,0,Kayıp Müşteriler
6fcc04d0-3050-11ea-bb28-000d3a38a36f,0.8766741127483729,0.2056328470792135,0.0604835145534825,2,4,4,24,at_Risk,0,Kayıp Müşteriler
eb648a26-a56e-11e9-a2fc-000d3a38a36f,-1.2341221751948055,1.049054189939717,1.4378321005203725,5,5,5,55,champions,3,Sadık Müşteriler
8423eda8-ae37-11e9-a2fc-000d3a38a36f,-1.1857094162970263,-0.0052224886359123,0.5920568638150278,5,4,5,54,champions,2,Yeni/Potansiyel
af94d3c0-b199-11e9-89fa-000d3a38a36f,-1.069518794942356,-0.6377884957812899,-0.6142022999874445,5,1,1,51,new_customers,2,Yeni/Potansiyel
7d58deb6-62fa-11ea-a6dc-000d3a38a36f,0.5377848004639176,0.6273435185094652,0.6926733925883967,2,5,5,25,cant_loose,0,Kayıp Müşteriler
45beaf52-add9-11e9-a2fc-000d3a38a36f,-1.0211060360445765,0.4164881827943393,0.0442557627155753,5,4,4,54,champions,2,Yeni/Potansiyel
56ddd00a-aff6-11e9-9757-000d3a38a36f,-0.4111052739325571,-0.6377884957812899,-0.5331752252565319,3,1,1,31,about_to_sleep,2,Yeni/Potansiyel
a5fc6ee6-a257-11e9-a2fc-000d3a38a36f,1.2446110803714958,-0.426933160066164,-0.0563607660577935,1,2,4,12,hibernating,0,Kayıp Müşteriler
b4f0a6e6-ae60-11e9-a2fc-000d3a38a36f,-1.2438047269743615,1.6816201970850946,0.9852866741803896,5,5,5,55,champions,3,Sadık Müşteriler
af28d808-9750-11ea-a9c8-000d3a38a36f,0.2473082470772416,-0.426933160066164,-0.2243341918266321,2,2,3,22,hibernating,0,Kayıp Müşteriler
6d57890e-9f67-11eb-9c47-000d3a38a36f,-0.8855503111307945,-0.6377884957812899,-0.5226992230377041,4,1,1,41,promising,2,Yeni/Potansiyel
7bb4c782-a450-11e9-a2fc-000d3a38a36f,-0.5466609988463392,1.6816201970850946,0.4306058104297664,4,5,5,45,loyal_customers,3,Sadık Müşteriler
4a1ecbbc-5271-11ea-956d-000d3a38a36f,0.5861975593616969,-0.2160778243510382,-0.3420831165527533,2,3,2,23,at_Risk,0,Kayıp Müşteriler
d8f47744-a595-11e9-a2fc-000d3a38a36f,-0.846820104012571,1.049054189939717,0.7935244587248735,4,5,5,45,loyal_customers,3,Sadık Müşteriler
2c5e69e8-ae6b-11e9-a2fc-000d3a38a36f,-0.6918992755396772,0.8381988542245911,0.8500814685715092,4,5,5,45,loyal_customers,3,Sadık Müşteriler
0efc89ac-9f16-11e9-9897-000d3a38a36f,-0.3433274114756661,-0.0052224886359123,0.1062183003595591,3,4,4,34,loyal_customers,2,Yeni/Potansiyel
8c92d204-1eb4-11ea-aa32-000d3a38a36f,1.7384212211288448,0.2056328470792135,-0.1079366490498477,1,4,3,14,at_Risk,0,Kayıp Müşteriler
bfc40df8-3068-11ea-bb28-000d3a38a36f,1.2058808732532722,-0.2160778243510382,-0.479455000658918,1,3,2,13,at_Risk,0,Kayıp Müşteriler
de493b6c-a35b-11e9-a2fc-000d3a38a36f,0.6152452147003645,-0.6377884957812899,-0.5821711972543974,2,1,1,21,hibernating,0,Kayıp Müşteriler
808005da-a511-11e9-a2fc-000d3a38a36f,0.7798485949528142,0.6273435185094652,0.6115793071823103,2,5,5,25,cant_loose,0,Kayıp Müşteriler
cae701dc-d621-11e9-93bc-000d3a38a36f,-0.5853912059645627,-0.6377884957812899,-0.6826872100150055,4,1,1,41,promising,2,Yeni/Potansiyel
acff824a-1dc3-11ea-8bf2-000d3a38a36f,0.4893720415661383,0.2056328470792135,-0.1913202658577034,2,4,3,24,at_Risk,0,Kayıp Müşteriler
4e24ed86-9e9e-11e9-9897-000d3a38a36f,-1.263169830533473,-0.2160778243510382,-0.2627983193763583,5,3,3,53,potential_loyalists,2,Yeni/Potansiyel
bac9d616-a837-11e9-a2fc-000d3a38a36f,0.50873714512525,-0.426933160066164,-0.0930044369319663,2,2,4,22,hibernating,0,Kayıp Müşteriler
4e18b218-5650-11ea-b9b9-000d3a38a36f,0.5281022486843617,-0.0052224886359123,-0.1788339433836634,2,4,3,24,at_Risk,0,Kayıp Müşteriler
5261c16e-9c93-11ea-a27a-000d3a38a36f,1.9514373602790736,-0.6377884957812899,-0.2175437767423599,1,1,3,11,hibernating,0,Kayıp Müşteriler
20a9824c-ab17-11e9-a2fc-000d3a38a36f,-0.3433274114756661,-0.2160778243510382,-0.133534726966216,3,3,3,33,need_attention,2,Yeni/Potansiyel
9c328802-a6ce-11e9-a2fc-000d3a38a36f,-0.7887247933352358,-0.426933160066164,0.1055705304995463,4,2,4,42,potential_loyalists,2,Yeni/Potansiyel
b74c85fa-43a0-11eb-806e-000d3a38a36f,-0.4304703774916688,1.049054189939717,0.1659583172769472,3,5,4,35,loyal_customers,2,Yeni/Potansiyel
72b33428-f9a1-11ea-9564-000d3a38a36f,0.2376256952976858,-0.426933160066164,-0.0688247516401089,2,2,4,22,hibernating,2,Yeni/Potansiyel
f9adaeba-bbb5-11ea-a0c9-000d3a38a36f,-0.7596771379965682,-0.0052224886359123,-0.2410868606200667,4,4,3,44,loyal_customers,2,Yeni/Potansiyel
8b607a4a-abae-11e9-a2fc-000d3a38a36f,0.2569907988567975,-0.0052224886359123,-0.1354892049921166,2,4,3,24,at_Risk,2,Yeni/Potansiyel
861090c6-a923-11e9-a2fc-000d3a38a36f,0.0439746597065685,-0.6377884957812899,0.3660410248998691,3,1,5,31,about_to_sleep,2,Yeni/Potansiyel
41272966-a0cc-11e9-a2fc-000d3a38a36f,-0.8952328629103503,-0.6377884957812899,-0.3038423579202732,4,1,3,41,promising,2,Yeni/Potansiyel
bd2305fe-6051-11ea-8dd8-000d3a38a36f,-0.2949146525778867,-0.6377884957812899,-0.405843773980566,3,1,2,31,about_to_sleep,2,Yeni/Potansiyel
fdb7846a-319d-11ea-9c9f-000d3a38a36f,2.12572329231108,-0.6377884957812899,-0.3198244039492099,1,1,3,11,hibernating,0,Kayıp Müşteriler
5bc87a7c-9de8-11e9-9897-000d3a38a36f,1.147785562575937,0.4164881827943393,0.0514594102967521,1,4,4,14,at_Risk,0,Kayıp Müşteriler
804e7e88-18fd-11ea-9213-000d3a38a36f,-1.195391968076582,1.049054189939717,0.8459714804941865,5,5,5,55,champions,3,Sadık Müşteriler
215ed4a8-a595-11e9-a2fc-000d3a38a36f,-0.9533281735876856,-0.426933160066164,-0.2674332244092084,4,2,3,42,potential_loyalists,2,Yeni/Potansiyel
36c7a90a-a0f9-11e9-a2fc-000d3a38a36f,-1.1566617609583587,0.2056328470792135,0.8558443866364506,5,4,5,54,champions,2,Yeni/Potansiyel
63695372-a1c7-11e9-a2fc-000d3a38a36f,-1.2244396234152497,-0.2160778243510382,-0.2980571029636071,5,3,3,53,potential_loyalists,2,Yeni/Potansiyel
1f65610c-526b-11ea-956d-000d3a38a36f,-0.2271367901209957,-0.2160778243510382,0.1542649544591298,3,3,4,33,need_attention,2,Yeni/Potansiyel
c9c3e8aa-9aa8-11ea-9fd8-000d3a38a36f,-0.2368193419005515,-0.6377884957812899,-0.5793790857888249,3,1,1,31,about_to_sleep,2,Yeni/Potansiyel
552c4978-ace8-11e9-a2fc-000d3a38a36f,0.4796894897865824,-0.426933160066164,-0.2075145123580237,2,2,3,22,hibernating,0,Kayıp Müşteriler
ef770b48-e155-11e9-957d-000d3a38a36f,1.7577863246879566,-0.0052224886359123,-0.3979253458642025,1,4,2,14,at_Risk,0,Kayıp Müşteriler
88667a54-1311-11ea-a001-000d3a38a36f,-0.5079307917281157,-0.0052224886359123,-0.1681345722475898,4,4,3,44,loyal_customers,2,Yeni/Potansiyel
c51201f2-1155-11ea-8872-000d3a38a36f,-0.6047563095236744,-0.0052224886359123,-0.2248591087821597,4,4,3,44,loyal_customers,2,Yeni/Potansiyel
a7ab666a-ae60-11e9-a2fc-000d3a38a36f,-0.6822167237601213,-0.426933160066164,0.3402419149579798,4,2,5,42,potential_loyalists,2,Yeni/Potansiyel
b050a646-2254-11ea-8523-000d3a38a36f,-0.8371375522330151,-0.0052224886359123,0.1961242895509921,4,4,4,44,loyal_customers,2,Yeni/Potansiyel
7fcbeba8-a8a0-11e9-a2fc-000d3a38a36f,1.3220714946079426,-0.2160778243510382,-0.5486881965592526,1,3,1,13,at_Risk,0,Kayıp Müşteriler
f318a3de-ad06-11e9-a2fc-000d3a38a36f,1.5254050819786158,-0.6377884957812899,-0.7041864682999135,1,1,1,11,hibernating,0,Kayıp Müşteriler
9b6eb67e-75e6-11ea-b23f-000d3a38a36f,-0.6725341719805654,-0.426933160066164,-0.3828479439501112,4,2,2,42,potential_loyalists,2,Yeni/Potansiyel
575164ec-a417-11e9-a2fc-000d3a38a36f,-1.214757071635694,-0.2160778243510382,-0.1050105162339278,5,3,3,53,potential_loyalists,2,Yeni/Potansiyel
32756a80-b022-11e9-9757-000d3a38a36f,0.6636579735981438,-0.6377884957812899,-0.6659792150050201,2,1,1,21,hibernating,0,Kayıp Müşteriler
71976318-2aa0-11eb-b280-000d3a38a36f,-0.0141206509707666,-0.426933160066164,-0.4258576289657893,3,2,2,32,about_to_sleep,2,Yeni/Potansiyel
9c6ce7b0-5bee-11ea-bfa9-000d3a38a36f,0.0633397632656802,0.8381988542245911,0.1661146755190193,3,5,4,35,loyal_customers,2,Yeni/Potansiyel
16aebb98-d63e-11e9-93bc-000d3a38a36f,-1.117931553840135,-0.426933160066164,-0.3152676780373957,5,2,3,52,potential_loyalists,2,Yeni/Potansiyel
1f8c68a2-c565-11ea-9dde-000d3a38a36f,0.7314358360550349,-0.6377884957812899,-0.4598655466164617,2,1,2,21,hibernating,0,Kayıp Müşteriler
ae557c64-5b29-11ea-b304-000d3a38a36f,2.1935011547679704,-0.426933160066164,-0.0372068814039664,1,2,4,12,hibernating,0,Kayıp Müşteriler
b0708360-9768-11ea-a9c8-000d3a38a36f,1.1768332179146046,-0.2160778243510382,-0.2486255615771123,1,3,3,13,at_Risk,0,Kayıp Müşteriler
5952b580-5b3b-11ea-8569-000d3a38a36f,-1.2244396234152497,-0.426933160066164,-0.5034671592628411,5,2,1,52,potential_loyalists,2,Yeni/Potansiyel
83ae5204-ff19-11e9-a5e8-000d3a38a36f,-1.2438047269743615,-0.426933160066164,-0.3694569773612258,5,2,2,52,potential_loyalists,2,Yeni/Potansiyel
6817921c-a96a-11e9-a2fc-000d3a38a36f,-1.195391968076582,0.6273435185094652,-0.3454559872031651,5,5,2,55,champions,2,Yeni/Potansiyel
09893098-221e-11ea-8523-000d3a38a36f,-1.0404711396036883,-0.2160778243510382,-0.3018655430026479,5,3,3,53,potential_loyalists,2,Yeni/Potansiyel
37753730-9b69-11ea-a27a-000d3a38a36f,-0.4401529292712247,0.6273435185094652,1.5599143822410622,3,5,5,35,loyal_customers,3,Sadık Müşteriler
6f11ab30-a932-11e9-a2fc-000d3a38a36f,1.0509600447803784,-0.2160778243510382,-0.2239656331131765,1,3,3,13,at_Risk,0,Kayıp Müşteriler
8d58d24a-a792-11e9-a2fc-000d3a38a36f,-0.3820576185938895,-0.6377884957812899,-0.148064875033055,3,1,3,31,about_to_sleep,2,Yeni/Potansiyel
8c62a1a0-00c4-11ea-a5e8-000d3a38a36f,0.3828639719910238,-0.426933160066164,0.114538792526965,2,2,4,22,hibernating,0,Kayıp Müşteriler
e3506ca0-a218-11e9-a2fc-000d3a38a36f,-0.8952328629103503,0.4164881827943393,0.2256759973026108,4,4,4,44,loyal_customers,2,Yeni/Potansiyel
b6305fbe-5b4f-11ea-bb88-000d3a38a36f,1.5641352890968392,-0.0052224886359123,0.1250818054209666,1,4,4,14,at_Risk,0,Kayıp Müşteriler
d3fea560-aced-11ea-b736-000d3a38a36f,-0.0141206509707666,-0.426933160066164,-0.473982462186396,3,2,2,32,about_to_sleep,2,Yeni/Potansiyel
b5a2eea6-e74e-11e9-8bb8-000d3a38a36f,1.4963574266399482,-0.6377884957812899,-0.2082516297849348,1,1,3,11,hibernating,0,Kayıp Müşteriler
45efeeb0-5b2a-11ea-bae8-000d3a38a36f,0.0536572114861243,-0.426933160066164,-0.425924639640963,3,2,2,32,about_to_sleep,2,Yeni/Potansiyel
5bfa131c-ada5-11e9-a2fc-000d3a38a36f,2.0482628780746324,-0.426933160066164,-0.4833527882648572,1,2,2,12,hibernating,0,Kayıp Müşteriler
e637e170-aea0-11e9-a2fc-000d3a38a36f,-0.5563435506258951,-0.2160778243510382,-0.4975478829558275,4,3,2,43,potential_loyalists,2,Yeni/Potansiyel
90e0b158-2b54-11ea-9d27-000d3a38a36f,0.9057217680870404,0.6273435185094652,1.6788359937827235,2,5,5,25,cant_loose,3,Sadık Müşteriler
ecabc266-a7f6-11e9-a2fc-000d3a38a36f,1.6803259104515096,-0.6377884957812899,-0.716192547601875,1,1,1,11,hibernating,0,Kayıp Müşteriler
0117c094-63e8-11ea-a6dc-000d3a38a36f,1.1090553554577136,-0.6377884957812899,-0.4598655466164617,1,1,2,11,hibernating,0,Kayıp Müşteriler
35f216d0-5bef-11ea-a0d1-000d3a38a36f,-0.8758677593512386,-0.426933160066164,-0.3763032346748095,4,2,2,42,potential_loyalists,2,Yeni/Potansiyel
eb9baf18-a368-11e9-a2fc-000d3a38a36f,1.864294394263071,-0.6377884957812899,-0.604508088978977,1,1,1,11,hibernating,0,Kayıp Müşteriler
0c911658-1ceb-11ea-a490-000d3a38a36f,-1.1566617609583587,-0.2160778243510382,0.0126602293711575,5,3,4,53,potential_loyalists,2,Yeni/Potansiyel
2b632570-4195-11ea-96d9-000d3a38a36f,-0.7403120344374565,-0.426933160066164,-0.3979365143100648,4,2,2,42,potential_loyalists,2,Yeni/Potansiyel
46097e88-1cb5-11ea-a490-000d3a38a36f,-0.0141206509707666,-0.6377884957812899,-0.3632696583535172,3,1,2,31,about_to_sleep,2,Yeni/Potansiyel
f4f890ba-8627-11ea-be76-000d3a38a36f,0.0342921079270126,-0.2160778243510382,0.0934974405224111,3,3,4,33,need_attention,2,Yeni/Potansiyel
c88819fa-d0fb-11ea-8b59-000d3a38a36f,1.6125480479946186,-0.6377884957812899,-0.4369925694904922,1,1,2,11,hibernating,0,Kayıp Müşteriler
3d707d74-d667-11e9-93bc-000d3a38a36f,-0.6047563095236744,-0.0052224886359123,-0.0740515843036604,4,4,4,44,loyal_customers,2,Yeni/Potansiyel
b8ddf1a2-5b0b-11ea-bffe-000d3a38a36f,-0.9533281735876856,-0.6377884957812899,-0.5496151775658226,4,1,1,41,promising,2,Yeni/Potansiyel
5c116b1a-5341-11ea-acd3-000d3a38a36f,0.2666733506363534,-0.426933160066164,-0.5646032319130154,2,2,1,22,hibernating,0,Kayıp Müşteriler
aa572c64-5efa-11ea-be5b-000d3a38a36f,1.4963574266399482,-0.0052224886359123,0.4028410540161141,1,4,5,14,at_Risk,0,Kayıp Müşteriler
5307c13a-f4e7-11e9-9346-000d3a38a36f,-0.1787240312232163,-0.6377884957812899,-0.4604239689095762,3,1,2,31,about_to_sleep,2,Yeni/Potansiyel
a28e246a-5daf-11eb-8dbd-000d3a38a36f,-0.9726932771467972,0.6273435185094652,1.4365588976920711,4,5,5,45,loyal_customers,3,Sadık Müşteriler
fef57ffa-aae6-11e9-a2fc-000d3a38a36f,-1.1082490020605793,6.742148254248115,13.374052773613286,5,5,5,55,champions,1,VIP/Şampiyonlar
de6b47a4-a065-11ea-9d0a-000d3a38a36f,-1.205074519856138,0.6273435185094652,0.6161136962024002,5,5,5,55,champions,2,Yeni/Potansiyel
